Epoch,Train_Loss,Val_Loss,Accuracy,Precision,Recall,F1,MCC,AUROC,AUPRC,Time
1,0.48749735951423645,0.4683520810471641,0.6855218528255034,0.8268767817548305,0.602763923524522,0.6972542001656027,0.4075084781207678,0.779175635373688,0.8097353886003901,1169.3066639900208
2,0.4648080445614523,0.4551739485727416,0.7176091947644778,0.8191945039356938,0.6800706566916043,0.7431776031087167,0.4448517035621382,0.7810947913545963,0.8124785972376621,1168.3103609085083
3,0.46107346496371443,0.4560289788577292,0.7454515187037435,0.7528466650457898,0.8579823589175211,0.8019835103168437,0.457525069811003,0.7832594133106854,0.8152767654747366,1179.422595500946
4,0.45732190462317,0.4509316442741288,0.7389868834492852,0.7832543078524343,0.7819340537545026,0.7825936239788314,0.4560932945329259,0.7916712827049512,0.8260646068266163,1185.8600914478302
5,0.45424369391206687,0.4541681508223216,0.7450769582920045,0.749674537843738,0.864286044148887,0.8029108615678325,0.45636234128224956,0.7966414569431828,0.8331730078616364,1321.231127023697
6,0.45053416725588896,0.44337108648485607,0.7484133204780501,0.7808020525405768,0.8081070471968228,0.7942199352097175,0.4713003726263642,0.8000442174782694,0.8354352366869969,1829.8411571979523
7,0.448597929549142,0.44047222038110095,0.7445706081057648,0.7983390655146381,0.7691304147039808,0.783462599154431,0.47286304823616987,0.8006499600158928,0.8363778694261532,3102.2681782245636
8,0.44621547323296123,0.44282564438051647,0.7342355152633367,0.8180752564963715,0.7171192389396878,0.764277760346493,0.4679845895695986,0.8018100543282932,0.8367823232773569,5223.7885954380035
9,0.444278283356116,0.44028833508491516,0.7379117563415158,0.8156129215734433,0.7284450909762631,0.7695685317883824,0.4720024362179772,0.8031440425521033,0.8376683124150326,5853.278065919876
10,0.4418130595037238,0.4366410333249304,0.7565773501931761,0.7831252472853563,0.8226540131153598,0.8024030990293012,0.486980542136987,0.8079934497463886,0.8433647477207311,6073.306874752045
11,0.44146840410653726,0.4355417721801334,0.7593865532812186,0.7826328336762353,0.8300429481850928,0.8056409997814868,0.4920597990057863,0.8111323803535434,0.8462738627060757,5999.451842308044
12,0.44034739313441496,0.4316648170351982,0.7539831725266875,0.81013072688026,0.771277823958622,0.7902269958244124,0.4941310192227701,0.811353339861512,0.8464115646229619,5957.215965747833
13,0.4355347875728968,0.43236030886570614,0.7469497603506995,0.8192597687095624,0.7426457005634063,0.7790737107283869,0.48783419979014264,0.8135148193970317,0.8497354067594616,5940.062631368637
14,0.43245757115000055,0.4268372216158443,0.7533311599581047,0.8123027233355354,0.7665558326406207,0.7887665276738302,0.49417086129021315,0.8161576785462464,0.8529480999179839,5957.1427092552185
15,0.43092790377628915,0.4419536408450868,0.713204641774584,0.8348348348348348,0.6515424401958068,0.7318873001977758,0.4490240687098902,0.8121887696718115,0.8480638278102317,5917.821124076843
16,0.43024855983746163,0.42468046728107667,0.74593705997822,0.8252902285387058,0.7321049228779902,0.7759097472040721,0.48968245066461275,0.820440694071713,0.8582789918012916,5921.762722253799
17,0.42703699717762345,0.4288940239283774,0.7444596272430273,0.8238325114179017,0.7309734921954373,0.7746300521811474,0.4866180422958303,0.8202529139311882,0.8595788328042023,5897.994337797165
18,0.42525411582895634,0.4196486191617118,0.7608154318889636,0.810607595238379,0.7853860718573935,0.7977975454007048,0.505632068902046,0.8250565472011806,0.8642807016277252,5848.450167417526
19,0.42301187079035524,0.4192675823966662,0.7570698277715736,0.8190385495380734,0.7645816015516763,0.7908737527840308,0.5036122100158302,0.8266630829872601,0.86663081821083,5821.398146152496
20,0.4213187064658204,0.41965007616413963,0.7471786583800956,0.824650867815125,0.7356031218250669,0.7775859017933964,0.491202724893947,0.8259905838219184,0.8658269419974973,5801.692244768143
21,0.42095813267990617,0.41884877781073254,0.754101089693346,0.8237594441702418,0.751489332224993,0.7859665646338592,0.5013846566984609,0.8266531656563876,0.8667077902594971,5792.023320913315
22,0.4187886989455118,0.41839614510536194,0.7598235404282474,0.8157338580381869,0.775387919091161,0.7950493643014419,0.5064237981040485,0.8272526821290754,0.8681933410267119,5857.671646118164
23,0.41809623925843825,0.42420316239198047,0.7647691251239864,0.770274566918635,0.8670568948000369,0.8158053390543953,0.500193014054778,0.8283051935218253,0.8710433936875501,5823.974098920822
24,0.41653867362049474,0.41873083015282947,0.770498512162809,0.7721601366673106,0.8766856008127829,0.8211097714603935,0.5125820844004004,0.8322378152119847,0.8733103103188276,5862.255749464035
25,0.41436986987147045,0.40864085571633446,0.7636523801926905,0.812199933450587,0.7890574489701672,0.8004614555761167,0.5111218525025404,0.8322983376504114,0.8734652330626314,5840.65615606308
26,0.41342522735099313,0.4083405178454187,0.7652893479180684,0.8099774467885167,0.7961000277085065,0.8029787828679228,0.5129187369928093,0.831313457808285,0.8725722242428138,5843.8010885715485
27,0.41199160505920557,0.41089586085743374,0.7727666835450062,0.7921557990669416,0.8429504941350328,0.816764176165919,0.5202227500537246,0.8332380254125387,0.8750499113558843,5848.406283855438
28,0.4106424814707097,0.4088926836848259,0.7770671919760836,0.7878368382119835,0.860730119146578,0.8226719486223144,0.5278598577018406,0.8367531617356738,0.8768744540101037,5800.820624113083
29,0.4092811684503164,0.405593925052219,0.7619183042124174,0.8235090324177183,0.7684030664080539,0.7950022695238778,0.5136604850433661,0.8344987152974281,0.8752696628997603,5696.905652046204
30,0.4080174922567061,0.40863648222552407,0.7517843641837011,0.8288372213380947,0.7395862196360949,0.7816723101796772,0.5005702157281661,0.8336926442007473,0.8741947701520542,5796.764648199081
31,0.40735131671376035,0.4045546245243814,0.7750626001428879,0.8190961875934847,0.8029347926480096,0.8109349766503617,0.5335544340751576,0.8377694680904121,0.8792843742176051,5812.606060266495
32,0.40817816992663436,0.40413180904255974,0.7627229154672641,0.8265133202083386,0.7658053939226009,0.7950020974411218,0.5164613061734563,0.8359762448395074,0.8763871513427628,5712.269018173218
33,0.40478467856671907,0.40143663353390163,0.7798555861523628,0.806779812615997,0.8331024291124042,0.8197298617501051,0.5377051321160273,0.8398493992544828,0.8804524927665027,5677.968898534775
34,0.4043047796664554,0.4010676576031579,0.7654558192121746,0.8188372542389256,0.782799944582987,0.8004131743595797,0.5171838939036235,0.8364425304031967,0.8781792934353727,5706.31355214119
35,0.402624102515001,0.4016066657172309,0.7789608029465419,0.8011529279750053,0.8407684492472522,0.8204827761034279,0.5344213414533957,0.8386437935046915,0.8807827013051346,5679.324573755264
36,0.4022149369355632,0.3958355776137776,0.7764221157114221,0.8198059394295796,0.8047473907823035,0.8122068736490698,0.5361950743823599,0.841639273264798,0.8828203616414051,5722.312277317047
37,0.4005980921280497,0.4002237833208508,0.7759573833487088,0.8214877598371135,0.8011914657799944,0.8112126808968274,0.5360830679974348,0.8410636264502519,0.8808608473584986,5710.213529348373
38,0.3994407079385282,0.3952712085511949,0.7723921231332672,0.8282210834553441,0.7837004710446107,0.8053459567198178,0.5330324737373184,0.8414335393010378,0.8825116062028199,5660.266716003418
39,0.3983967048512648,0.4035460013482306,0.7539138094874765,0.8381427211172239,0.7317008404913642,0.7813131811233296,0.5089999114525454,0.8379556909624478,0.878562268764163,5688.075223207474
40,0.3979971640117537,0.4149046051833365,0.7686395827119561,0.8150680879760539,0.7953726794125796,0.805099947995489,0.5208389571762886,0.8292456463776043,0.8726135774827094,5604.830672740936
41,0.3966736867788838,0.39107971886793774,0.7805561528483932,0.8224461309279438,0.8095040177334442,0.8159237558838418,0.544436453181079,0.844861927965936,0.8858964512830294,5516.658249378204
42,0.3955394659508666,0.40230083217223483,0.7849398969265238,0.8002397123451858,0.8556271358640436,0.8270070915654449,0.5458142127600658,0.8439710381938587,0.8853333115934994,5505.405570268631
43,0.39502633069215887,0.3965758606791496,0.7677656084178984,0.8356558982198582,0.7636348942458668,0.7980237321059077,0.5291284857825974,0.8431047651194505,0.8839468677538693,5495.381046772003
44,0.3932420935728573,0.38826613624890643,0.7903918318085025,0.8120027882583344,0.8472799482774546,0.8292663634565948,0.5590259497281973,0.8501177295780172,0.8896158918748364,5501.727166175842
45,0.39282541733810955,0.38970545927683514,0.7863410303185845,0.8217889141288931,0.8228041008589637,0.8222961941628831,0.5544426110616308,0.8488677200113374,0.8884556401196313,5540.699518203735
46,0.39133983474424583,0.3866633367207315,0.7893999403477863,0.817819209039548,0.8356077399094856,0.8266177847826583,0.5587430673048966,0.8506728711204149,0.8901066580531691,5570.73600435257
47,0.39142567361190866,0.40105250974496204,0.7815272353973461,0.7927532691020724,0.8616075551861088,0.8257475588503775,0.5376695359555261,0.8418683611405599,0.8854177705696348,5439.39226102829
48,0.38925440473135337,0.3905385525690185,0.79342299662202,0.8023792802570815,0.8705781841692066,0.8350886518931969,0.5632431162805808,0.8530278876547748,0.8919000238247817,5431.5477550029755
49,0.3886218162177113,0.3858548030257225,0.7840104322010973,0.8222671453301268,0.81711231181306,0.8196816241914656,0.5504507946512578,0.8509064017148715,0.8913248849124629,5413.936802148819
50,0.3877877117331472,0.38294008870919544,0.7821029486227968,0.8309869288883559,0.8000369446753487,0.8152182864134208,0.5505659295539005,0.8537478026666795,0.8934466142621081,5411.714469671249
